chr pos1 pos2 r2_wht r2_cmn r2_cbr n_snps_wht pi_wht tajd_wht n_snps_cmn pi_cmn tajd_cmn n_snps_cbr pi_cbr tajd_cbr fst_wht_cbr fst_wht_cmn fst_cbr_cmn
chrXV 13050001 13125000 0.05759053 0.0912016438425926 0.0792539552380952 32 7.62711e-06 -2.32406 29 1.17157e-05 -1.89012 20 1.23568e-05 -1.74924 0.05207 0.0741528 -0.0058378
chrXV 13125001 13200000 0.0402035905050505 0.0448826766468254 0.0865816 19 1.69158e-05 -1.23969 23 1.76752e-05 -1.47728 11 1.60582e-05 -0.643752 0.00347809 -0.00342222 0.0106408
chrXV 13200001 13275000 0.414848886666667 0.30405001 0.24217414375 20 8.1418e-06 -2.07376 11 1.14724e-05 -1.05512 9 8.59412e-06 -1.33029 0.0836732 0.0281199 0.0102694
chrXV 13275001 13350000 0.103789436217949 0.0924302518055556 0.0754135076109076 29 1.34518e-05 -2.08531 35 1.30886e-05 -2.16297 23 1.35196e-05 -1.90726 0.0285911 0.0901078 0.0140159
chrXV 13350001 13425000 0.12744518023986 0.0907793833522197 0.14364290487065 33 3.17896e-05 -1.17758 36 3.21069e-05 -1.36042 23 3.31474e-05 -0.749468 -0.00129461 -0.00540496 -0.00112729
chrXV 13425001 13500000 0.126255806216437 0.0706537474177753 0.0874579262733427 36 5.15329e-05 -0.516348 31 5.12931e-05 -0.185668 26 5.64954e-05 0.119424 0.00986544 0.0206189 0.0154416
chrXV 13500001 13575000 0.111783679125717 0.108796771655002 0.0947512928968254 62 4.96734e-05 -1.46773 79 5.82513e-05 -1.62586 45 5.22255e-05 -1.15903 0.00196561 0.0050945 -0.00172227
chrXV 13575001 13650000 0.184136804421421 0.100046287406755 0.0565954026764347 36 2.83067e-05 -1.65211 37 2.87809e-05 -1.59931 22 2.76895e-05 -1.08053 0.0203852 0.0141174 0.00914541
chrXV 13650001 13725000 0.115145441343934 0.0843632207005258 0.0686826901016813 68 5.8181e-05 -1.46155 70 5.65504e-05 -1.52368 53 6.25502e-05 -1.21105 0.0167868 0.0270628 0.00793466
chrXV 13725001 13800000 0.123855563377976 0.0916236741792929 0.105082892656325 37 3.05451e-05 -1.40226 31 3.34378e-05 -0.812376 13 3.31947e-05 0.973797 0.0215045 0.0913485 0.0456294
chrXV 13800001 13875000 0.0336335733333333 0.091562504 0.0818847396825397 25 8.58284e-06 -2.15483 29 9.70471e-06 -2.25738 21 1.01923e-05 -2.11602 -0.00480614 0.0142051 0.0146097
chrXV 13875001 13950000 0.0690864894350022 0.0651103845508658 0.0893891226363914 38 3.62848e-05 -1.43427 38 3.85896e-05 -1.32693 28 3.75187e-05 -1.11806 0.0484459 0.0597235 0.0264901
chrXV 13950001 14025000 0.111415302961265 0.0610272860230246 0.082493541668629 60 5.28304e-05 -1.51799 39 4.51423e-05 -0.862931 33 5.57187e-05 -0.346272 0.0547858 0.036191 0.0195244
chrXV 14025001 14100000 0.0363844770833333 0.0836371941666667 0.0719338125 29 1.40572e-05 -2.11817 20 1.17259e-05 -1.78962 10 1.15243e-05 -1.16069 0.00153676 -0.00209076 6.50924e-06
chrXV 14175001 14250000 0.072958975 0.0197826 0.080229725 14 7.90053e-06 -1.71825 10 9.91901e-06 -1.0787 7 9.8123e-06 -0.752809 0.167096 0.0817794 0.0109184
chrXV 14550001 14625000 0.0897926610311034 0.222845200788055 0.144481330548981 28 1.22111e-05 -2.12639 34 1.70924e-05 -2.03016 21 1.59604e-05 -1.7812 0.000300257 0.00768293 -0.000764302
chrXV 14625001 14700000 0.109350686202381 0.12530536754138 0.132464086904223 43 3.98511e-05 -1.54258 41 3.31045e-05 -1.62236 38 4.34737e-05 -1.41231 0.0652981 0.0604918 0.0130198
chrXV 14775001 14850000 0.166891516666667 0.03995780625 0.0275957 19 5.50654e-06 -2.18317 18 5.2805e-06 -2.07731 10 4.70978e-06 -1.69865 0.0329746 -0.00866643 0.0246472
chrXV 14850001 14925000 0.192204576581902 0.116149966642857 0.0545228083267196 41 2.68391e-05 -1.75423 35 2.08252e-05 -1.74096 27 2.50003e-05 -1.5001 0.0685254 0.0912854 -0.000743084
chrXV 14925001 1.5e+07 0.155585217056933 0.0804582462616242 0.129672757830193 63 4.2943e-05 -1.93988 74 4.26588e-05 -2.05705 45 4.39954e-05 -1.60737 0.00656652 -0.00179623 0.00956722
chrXV 15000001 15075000 0.0547601360691202 0.0551239381560107 0.0869916664103203 44 2.83432e-05 -1.83885 34 2.72795e-05 -1.50909 27 3.27297e-05 -1.28433 0.00332517 0.00660952 0.00676004
chrXV 15075001 15150000 0.0946283267704784 0.0596266561344766 0.0827672317160964 33 4.32351e-05 -0.661951 33 3.88584e-05 -0.828775 29 5.35926e-05 -0.329096 0.0234397 0.00414817 0.010353
chrXV 15150001 15225000 0.0817585163303155 0.0814491671500722 0.0978370072782634 48 5.99801e-05 -0.926286 44 6.27782e-05 -0.594389 38 6.87017e-05 -0.501302 -0.00267007 0.00617545 0.0133346
chrXV 15225001 15300000 0.083227310978836 0.0381975144444444 0.092937625760582 19 2.07391e-05 -1.18935 16 2.27969e-05 -0.592822 21 1.87216e-05 -1.56982 0.0509374 0.0164503 0.0460485
chrXV 15300001 15375000 0.0765042140687195 0.0821915175743978 0.139239278679356 26 6.03448e-05 0.377644 35 5.81272e-05 -0.455863 20 5.84628e-05 0.780605 0.0294168 0.0091606 0.00598855
chrXV 15375001 15450000 0.0684339983888889 0.0527606504470529 0.0407927918956044 33 2.64124e-05 -1.23338 24 2.72163e-05 -0.590525 17 3.08114e-05 -0.0482381 0.00618628 0.019427 -0.000309196
chrXV 15450001 15525000 0.065453799736075 0.0773620330385488 0.0669457970882937 30 6.0423e-05 0.455116 33 5.85683e-05 0.133056 27 6.59591e-05 0.705094 0.0296888 0.00231675 0.0240591
chrXV 15525001 15600000 0.092664689875469 0.0719978255725772 0.0356580680073207 27 3.51496e-05 -0.644687 21 3.29484e-05 -0.0808719 10 3.53813e-05 1.87443 -0.00260535 0.0119046 0.0114085
chrXV 15600001 15675000 0.132411357588086 0.0987722072333679 0.063639682076356 79 7.23718e-05 -1.37701 67 7.43904e-05 -0.956741 50 7.30354e-05 -0.54902 0.0115829 0.00249078 0.00585232
chrXV 15675001 15750000 0.0428068427620215 0.1149203525 0.0567194493150946 27 4.67966e-05 -0.0947135 40 4.91047e-05 -0.940182 25 5.33917e-05 -0.0211496 0.00803111 -0.00045191 0.0114263
chrXV 15750001 15825000 0.0680389905555556 0.0555924674659864 0.108894193333333 30 1.60319e-05 -2.05093 32 1.86605e-05 -1.93086 28 2.12953e-05 -1.83496 0.0270289 0.00523975 0.0032758
chrXV 15825001 15900000 0.0314172 0.0923513466666667 0.100976264047619 25 8.98551e-06 -2.16732 24 9.73758e-06 -2.07254 14 8.11485e-06 -1.80875 -0.00527045 0.0148668 -0.00042706
chrXV 15900001 15975000 0.0925899508071327 0.110882235578231 0.0709135144797178 30 1.25704e-05 -2.09406 27 1.09905e-05 -1.99053 12 1.66187e-05 -0.745742 0.00426429 -0.00388145 0.00826188
chrXV 15975001 16050000 0.0910598583040108 0.102105998644303 0.0872756217366682 52 3.5098e-05 -1.79194 59 3.53908e-05 -1.92717 42 3.93399e-05 -1.66844 0.00939722 0.00439869 0.0119682
chrXV 16050001 16125000 0.0736119977785811 0.137610174772727 0.0706093771825397 29 2.05384e-05 -1.11472 21 1.91204e-05 -0.613169 19 2.21991e-05 -0.540268 0.00495639 -0.00636386 0.00592662
chrXV 16125001 16200000 0.0784716026886539 0.0770345171575718 0.0780052303952498 55 6.0696e-05 -1.00977 61 6.19826e-05 -1.18182 50 7.36477e-05 -0.88975 0.0133476 0.00616508 0.00135428
chrXV 16200001 16275000 0.0321665843614719 0.0465162413809524 0.0333463207619048 9 2.12574e-05 0.902995 16 1.83278e-05 -0.592432 11 2.43929e-05 0.185658 0.019179 0.00402827 0.00548264
chrXV 16275001 16350000 0.07762306055992 0.052364854185108 0.0749418164698461 56 6.94074e-05 -0.880469 54 7.92633e-05 -0.443821 43 7.97038e-05 -0.0811292 0.00577247 0.00727418 0.00305413
chrXV 16350001 16425000 0.119010882847222 0.143438239494949 0.171512571944444 26 1.84343e-05 -1.24642 38 2.14953e-05 -1.73606 21 2.21714e-05 -1.28726 0.0618844 0.0698005 0.00668608
chrXV 16425001 16500000 0.1399910293028 0.0674783638433908 0.105900300170782 19 1.10518e-05 -1.80109 24 1.17907e-05 -1.95109 16 1.24075e-05 -1.64185 0.0649389 0.0145151 0.0134892
chrXV 16500001 16575000 0.118629985419041 0.160033459715355 0.199959535539173 57 4.25984e-05 -1.75529 63 4.0184e-05 -1.93274 49 3.7186e-05 -1.92054 0.0200903 0.00672225 0.0152565
chrXV 16575001 16650000 0.114290121553102 0.0938359126856061 0.107318352546898 30 3.71699e-05 -0.758517 32 3.78741e-05 -0.882196 22 3.95607e-05 -0.518283 0.0253027 0.0020816 0.0226817
chrXV 16650001 16725000 0.15519080503152 0.104773220805712 0.106691396253901 77 4.17776e-05 -1.87546 80 4.4177e-05 -1.85346 52 4.17173e-05 -1.59633 -0.00351364 -0.000324491 0.00353985
chrXV 16725001 16800000 0.149570147766106 0.085782470787037 0.116869762848639 41 2.63798e-05 -1.74998 38 3.04312e-05 -1.37884 25 2.88351e-05 -0.969178 -0.00208528 0.0140422 0.00276736
chrXV 16800001 16875000 0.147300541666667 0.3846661 0.3498966525 12 2.40457e-05 -0.192467 17 2.57928e-05 -0.676058 8 2.56897e-05 0.887744 0.00397727 -0.00286538 0.00269043
chrXV 16875001 16950000 0.0775721475983462 0.0854925047070509 0.0712233093318818 36 3.59343e-05 -0.971964 36 3.57473e-05 -0.896533 28 4.29097e-05 -0.589866 0.00157827 0.0030483 0.00924024
chrXV 16950001 17025000 0.0871554878825822 0.0852495333246256 0.0714299290607135 50 6.4859e-05 -0.725653 44 6.71604e-05 -0.387739 41 7.92811e-05 -0.320324 0.0210256 0.00723459 0.00248724
chrXV 17025001 17100000 0.104441776696429 0.0783107278348214 0.0827458388690476 24 1.23189e-05 -1.59615 27 1.20863e-05 -1.73941 26 1.6621e-05 -1.83633 0.0139855 -0.00665234 0.0106517
chrXV 17100001 17175000 0.267493432476191 0.25831458537415 0.371253927380952 15 3.2774e-05 0.761424 19 2.84314e-05 0.614265 14 3.4354e-05 1.33201 0.00784114 0.0217256 0.000468527
chrXV 17175001 17250000 0.0461344361396011 0.0916555595887446 0.0843828444444445 8 1.26748e-05 -0.579506 10 1.37319e-05 -0.755824 5 1.27644e-05 0.217825 -0.00582302 -0.00403045 -0.00442325
chrXV 17250001 17325000 0.0690854934027778 0.0644640041109585 0.0505089331358225 44 6.56321e-05 -0.501129 35 6.6926e-05 0.255269 25 7.26025e-05 1.19111 0.0198103 0.0168828 0.00981697
chrXVI 1 75000 0.229786004141639 0.199617508952955 0.139511346099544 29 5.15476e-05 -0.455294 24 4.7494e-05 -0.0412873 25 7.00604e-05 0.657698 0.00589788 0.00655161 0.0165626
chrXVI 75001 150000 0.098463275 0.2332859 0.019723625 16 3.03715e-06 -2.26534 17 2.73943e-06 -2.27412 9 2.57981e-06 -1.91957 NA NA NA
chrXVI 150001 225000 0.162105420742424 0.126439574832945 0.101307482704185 32 1.83952e-05 -1.71857 34 2.09284e-05 -1.67008 34 2.69014e-05 -1.754 0.00835253 0.0134081 0.0321657
chrXVI 225001 3e+05 0.0794091593722527 0.0644843507547284 0.0688557053421116 33 2.52911e-05 -1.66865 35 2.50614e-05 -1.69325 21 2.39916e-05 -1.18467 0.00750372 0.0276148 0.000340359
chrXVI 300001 375000 0.174503765657051 0.146323772146275 0.173585524742806 33 3.83515e-05 -0.885842 32 3.68243e-05 -0.715178 23 3.28597e-05 -0.221207 0.00154765 -0.010947 0.00927752
chrXVI 525001 6e+05 0.0979988534731118 0.0765020878268966 0.079947674707868 69 6.89741e-05 -1.31755 59 7.63256e-05 -0.739651 42 7.60101e-05 -0.156937 0.0315129 0.0043691 0.0120908
chrXVI 600001 675000 0.075137743122259 0.101619946782038 0.0544117394579618 71 6.01297e-05 -1.48231 83 6.46303e-05 -1.5268 55 6.50877e-05 -1.15901 0.0162063 0.0132134 0.0145931
chrXVI 675001 750000 0.0424588714285714 0.0463671388888889 0.0666393958333333 18 1.24602e-05 -1.48115 20 1.37579e-05 -1.5467 10 1.45935e-05 -0.789846 0.0115831 0.0167592 0.0187316
chrXVI 750001 825000 0.040218 NA 0.05805066 10 6.44631e-06 -1.35213 13 7.37862e-06 -1.53856 7 8.18379e-06 -0.884918 0.018504 0.00297671 0.010919
chrXVI 900001 975000 0.0382012011111111 0.147197007619048 0.198914188174603 39 1.49975e-05 -2.20422 41 1.51619e-05 -2.2263 25 1.31716e-05 -2.04873 0.00212933 -0.00156066 0.0148647
chrXVI 975001 1050000 0.119092373803419 0.0938866781481481 0.14638194504662 29 3.06583e-05 -1.18427 22 2.32987e-05 -1.02477 22 2.82241e-05 -0.968639 0.00987712 0.018821 -0.000363259
chrXVI 1050001 1125000 0.0934618146304421 0.128799046795151 0.118637267119932 33 5.81958e-05 0.111822 40 4.81698e-05 -0.889277 23 5.35857e-05 0.506317 0.00944147 0.0273238 0.0196465
chrXVI 1125001 1200000 0.147068754234161 0.118346617346681 0.0690534715899252 44 3.22761e-05 -1.46537 40 2.73873e-05 -1.47456 27 3.47396e-05 -0.881887 0.0271564 0.0268708 0.00616757
chrXVI 1200001 1275000 0.0596502358333333 0.0511987925925926 0.0562449169047619 6 1.17805e-05 0.336524 6 1.20556e-05 0.11472 5 1.20697e-05 0.293232 0.0168083 -0.00406421 0.00927126
chrXVI 1275001 1350000 0.124193412505003 0.133183269261248 0.084923145452142 62 6.92616e-05 -0.957177 69 6.6323e-05 -1.21979 59 8.23108e-05 -0.839211 0.00621162 0.0194095 0.0182594
chrXVI 1350001 1425000 0.0602552192399267 0.0672560410747784 0.0736025400290103 32 3.85957e-05 -0.982493 29 3.66983e-05 -0.795408 22 4.25201e-05 -0.282936 0.0126634 -0.000754505 0.0210299
chrXVI 1425001 1500000 0.0699605637393162 0.0486602075300625 0.0734147975694444 31 2.72089e-05 -1.36316 25 2.78715e-05 -0.8962 28 3.06341e-05 -1.40645 0.0106746 0.00144453 0.0155212
chrXVI 1500001 1575000 0.0718240655835831 0.0969850511545729 0.0768861428708097 34 2.3265e-05 -1.7419 39 2.50316e-05 -1.83305 27 2.90492e-05 -1.40843 0.00698036 -0.00545346 0.00770232
chrXVI 1575001 1650000 0.108276359054513 0.116675190370991 0.154280715451443 53 3.9413e-05 -1.66627 54 3.77683e-05 -1.60721 37 3.1623e-05 -1.5514 0.0469068 0.000406299 0.0171951
chrXVI 1650001 1725000 0.0628189308246885 0.0735365687274454 0.0708318792325028 61 4.56458e-05 -1.39168 53 4.43822e-05 -1.24745 44 4.68153e-05 -1.11568 0.0414992 0.019326 0.0356423
chrXVI 1725001 1800000 0.201935154041078 0.342059324 0.22077722525 25 4.37663e-05 -0.335536 18 3.60821e-05 0.148826 14 4.63321e-05 1.30922 0.00497294 0.0201326 0.023471
chrXVI 1800001 1875000 0.106299158756614 0.046017151547619 0.110848382301587 16 6.76516e-06 -1.85448 14 7.03554e-06 -1.66037 14 8.60561e-06 -1.80056 0.0138373 7.49219e-05 0.0189647
chrXVI 1875001 1950000 0.0905335805939959 0.1155888218837 0.103997427824675 45 5.29877e-05 -0.709313 41 5.57144e-05 -0.315808 32 5.18237e-05 -0.163437 0.0407215 0.0142814 0.0110619
chrXVI 1950001 2025000 0.0809249652380952 0.106357144132653 0.0999960022222222 17 1.4167e-05 -0.892186 14 1.49333e-05 -0.665288 14 1.48698e-05 -1.1029 0.0461034 0.0752797 0.00236675
chrXVI 2025001 2100000 0.0283768570238095 0.0398770291666667 0.0374468380952381 21 1.2684e-05 -1.39341 20 1.18172e-05 -1.35746 12 1.54067e-05 -0.824687 -0.00473708 -0.00131993 -0.00049592
chrXVI 2100001 2175000 0.114160542291667 0.265409689967655 0.0396660733786848 16 1.78308e-05 -0.684701 33 2.20408e-05 -1.59599 15 2.35314e-05 -0.494037 0.00276073 -0.00123802 -0.00245201
chrXVI 2175001 2250000 0.122100854562963 0.0757017419571813 0.117097957555163 59 5.56944e-05 -1.39034 60 5.50479e-05 -1.38233 44 5.78802e-05 -1.0202 0.0102716 -6.65086e-05 0.00443811
chrXVI 2250001 2325000 0.0891776114298721 0.0862270215701071 0.0746918593619696 80 7.77583e-05 -1.15391 79 7.97465e-05 -1.01421 58 9.41971e-05 -0.586587 0.00505898 0.00523809 0.00494252
chrXVI 2325001 2400000 0.0996991009989868 0.0775456673031522 0.0675421200525402 53 4.25523e-05 -1.31629 58 4.25931e-05 -1.4939 38 4.8973e-05 -0.779543 0.00435645 0.00329678 0.0031011
chrXVI 2400001 2475000 0.078528929325522 0.0842994325274164 0.080805117174065 30 2.78686e-05 -1.01008 32 2.90118e-05 -1.09343 27 3.40364e-05 -0.945385 -0.000555688 0.00640963 0.0121311
chrXVI 2475001 2550000 0.1116350140274 0.138507360194885 0.124895238238747 58 3.94002e-05 -1.76182 67 3.77527e-05 -1.93288 44 4.25334e-05 -1.50205 0.00863351 0.0162032 0.00573311
chrXVI 2550001 2625000 0.1029015 0.3029037875 0.0374903333333333 25 2.49318e-05 -1.25016 22 2.51078e-05 -0.969373 17 2.52251e-05 -0.71263 0.0129294 0.0132774 0.0240392
chrXVI 2625001 2700000 0.0574847733333333 0.02426505 0.0454782375 16 7.16915e-06 -1.97434 11 5.22152e-06 -1.76562 10 4.83638e-06 -1.84201 0.0238271 -0.00282598 0.02661
chrXVI 2700001 2775000 0.0605905332971168 0.0582800371309524 0.0865440748159556 25 1.56185e-05 -1.40428 21 1.18394e-05 -1.31823 25 1.67748e-05 -1.68102 0.0492499 0.00800904 0.0213701
chrXVI 2775001 2850000 0.0926643605362668 0.0687041861486315 0.10590113416719 58 7.07897e-05 -1.04502 59 7.39281e-05 -1.00118 60 7.70957e-05 -1.24299 -0.00211037 0.00260702 0.00303088
chrXVI 2850001 2925000 0.0730509764852608 0.0686908253571429 0.0898639982954545 34 2.48954e-05 -1.63853 29 2.68127e-05 -1.34639 21 2.76173e-05 -1.11308 0.0306893 0.0168827 0.0320832
chrXVI 2925001 3e+06 0.123338329122711 0.1548398303131 0.0495406854088504 27 1.96228e-05 -1.75005 31 2.02722e-05 -1.75562 10 1.83253e-05 -0.423 0.0183889 0.0164481 -0.000504604
chrXVI 3000001 3075000 0.083904711525556 0.0848565316580936 0.0759667120837394 71 9.18519e-05 -0.832735 88 9.9466e-05 -1.09942 64 9.90523e-05 -0.758639 0.0138915 -0.000107229 0.0161776
chrXVI 3075001 3150000 0.0751110103610687 0.0561502550779127 0.0545913248549085 36 4.62707e-05 -0.872766 30 4.76103e-05 -0.450234 31 5.01301e-05 -0.541609 0.00436248 -0.00335398 0.0134037
chrXVI 3150001 3225000 0.0710278283365074 0.0836703265684692 0.0838361992321738 53 7.72189e-05 -0.527621 54 7.84891e-05 -0.5404 36 7.64159e-05 0.115453 0.011054 0.00206771 0.0052573
chrXVI 3225001 3300000 0.0828218655886243 0.0582898042857143 0.0785967539583333 23 1.95663e-05 -1.33922 21 2.10651e-05 -1.03878 20 2.1688e-05 -1.35911 0.00300529 0.00480893 0.00569863
chrXVI 3300001 3375000 0.0930954009834783 0.0718498156599833 0.0925155883663983 39 5.56569e-05 0.0374584 35 5.96491e-05 0.351806 28 5.69524e-05 0.64069 0.0300085 0.0260292 0.00105367
chrXVI 3375001 3450000 0.0787555889846172 0.105463787709991 0.0755602530688967 39 3.63603e-05 -1.26062 42 3.19288e-05 -1.51055 27 3.15036e-05 -0.941917 0.0197452 0.00524552 0.00689173
chrXVI 3450001 3525000 0.11718432868151 0.0876883910024765 0.0731091094963955 82 7.43574e-05 -1.55521 80 8.48554e-05 -1.26089 54 7.70892e-05 -0.829343 0.00159814 0.0216554 0.00875672
chrXVI 3525001 3600000 0.0630651068630724 0.0642646372969438 0.0994999770266576 43 3.2658e-05 -1.5767 32 3.35526e-05 -1.08695 28 3.03659e-05 -1.32531 0.027069 0.00559828 0.0216192
chrXVI 3600001 3675000 0.0618527083194896 0.0703299490583528 0.061217938425622 80 0.000120348 -0.346689 75 0.000115435 -0.318112 60 0.000126895 0.148155 0.0128911 0.00958683 0.000381702
chrXVI 3675001 3750000 0.03908961125 0.0540869388144841 0.0459741896428571 14 1.06512e-05 -1.50741 17 1.0535e-05 -1.65805 12 1.08221e-05 -1.42634 0.00898154 0.00354919 0.000257686
chrXVI 3750001 3825000 0.16232089660964 0.0638672695646262 0.0867682938376438 54 3.64407e-05 -1.53903 49 4.03013e-05 -1.29664 44 4.94913e-05 -1.27031 0.00656117 -0.00155751 0.00889623
chrXVI 3825001 3900000 0.09630798124038 0.102397084938506 0.0631696624744504 24 1.84843e-05 -1.36065 30 1.88328e-05 -1.62817 18 1.98858e-05 -1.20733 -0.00245857 0.00474265 0.0122637
chrXVI 3900001 3975000 0.0696052584933464 0.112707282693717 0.0956079124801587 29 4.20324e-05 -0.27511 43 4.51218e-05 -1.0513 21 4.8098e-05 0.234951 0.00498007 -0.00114191 -0.00381741
chrXVI 3975001 4050000 0.110487514491342 0.0730996204220779 0.0716039034920635 29 3.59931e-05 -0.992909 35 3.78293e-05 -1.18517 24 4.67073e-05 -0.29959 0.0203614 -0.00197652 0.0207595
chrXVI 4050001 4125000 0.083784672368421 0.0884448321888143 0.0660407108668831 23 2.0858e-05 -1.13488 27 1.86885e-05 -1.51348 22 2.24152e-05 -1.26319 0.0129957 0.00899109 0.0115741
chrXVI 4125001 4200000 0.109458990501873 0.054944249949507 0.0556065599991836 58 5.24354e-05 -1.26172 51 5.79852e-05 -0.829495 42 6.74633e-05 -0.584135 0.00576661 1.86515e-05 0.00213574
chrXVI 4275001 4350000 0.0410932505555556 0.0489651327777778 0.0837281333333333 17 1.28343e-05 -1.54206 14 1.10927e-05 -1.33306 17 1.92849e-05 -1.27678 0.0265151 0.0191524 0.010005
chrXVI 4350001 4425000 0.0710767498406139 0.0562649720238095 0.0867101593210361 30 1.94298e-05 -1.56821 28 2.12315e-05 -1.3275 14 2.24756e-05 -0.35294 0.0145206 0.0069173 0.0135686
chrXVI 4425001 4500000 0.03383215625 0.0277828683333333 0.02643092 22 1.62558e-05 -1.50138 34 1.81747e-05 -1.95031 16 1.58566e-05 -1.27892 -0.00498777 -0.00429057 0.000996236
chrXVI 4500001 4575000 0.0926375211111111 0.027649975 0.04280572 23 9.03322e-06 -1.94082 24 8.86221e-06 -1.92046 15 7.83263e-06 -1.697 -0.00499152 -0.010017 -0.0062994
chrXVI 4575001 4650000 0.0962682245311452 0.0537830018160221 0.0609639699682409 31 9.15186e-06 -2.31311 25 6.71669e-06 -2.20829 17 8.13915e-06 -2.02671 0.00131955 0.000894301 0.00585882
chrXVI 4650001 4725000 0.0658344214885024 0.0549398996637627 0.0655094015932689 94 0.000140337 -0.298366 100 0.000192457 0.309119 86 0.000212132 0.459861 0.052659 0.0239706 0.0181526
chrXVI 4725001 4800000 0.102609055764037 0.109639176958089 0.126901603446393 39 6.10784e-05 1.62601 56 0.000117993 0.810239 45 0.000115176 0.988018 0.0434031 0.0455442 0.0318476
chrXVI 4800001 4875000 0.134476723868628 0.127844308826553 0.406579477887205 24 4.85093e-05 0.674581 24 5.45069e-05 0.918005 17 6.02837e-05 1.64547 0.0430809 0.0231086 0.0120924
chrXVI 4875001 4950000 0.108923779078785 0.0963362246634283 0.112959214279217 77 0.000109423 -0.662202 75 0.000116807 -0.41291 49 0.000128621 0.53878 2.49355e-05 0.0236261 0.0109877
chrXVI 4950001 5025000 0.118192147362093 0.07965747097558 0.0626913596974809 52 3.66806e-05 -1.6309 53 4.08516e-05 -1.50474 38 4.53058e-05 -1.07397 0.0105965 0.00325137 0.0119526
chrXVI 5025001 5100000 0.0806707188660876 0.0462648980714286 0.0340216370604396 34 1.60102e-05 -2.01884 27 1.61006e-05 -1.78564 22 1.70073e-05 -1.69173 0.00888202 -0.00552546 0.00032622
chrXVI 5100001 5175000 0.0709548191785714 0.0791634133240569 0.100866019476541 24 3.59944e-05 0.232404 26 3.90518e-05 -0.0641264 18 4.76736e-05 0.940752 -0.00144766 0.00716388 0.0173925
chrXVI 5175001 5250000 0.1136615775459 0.0914670311723227 0.0905473029326337 68 6.85488e-05 -1.19874 68 5.58047e-05 -1.46259 53 7.17393e-05 -1.06057 0.0109504 0.0173789 0.0135107
chrXVI 5325001 5400000 0.0240025125 0.0557544 0.05384194 25 1.01445e-05 -2.19336 14 3.74446e-06 -2.07127 10 7.01718e-06 -1.60707 0.0917191 0.156755 0.0045244
chrXVI 5400001 5475000 0.03877895 0.0255257 NA 11 3.3605e-06 -1.85811 18 3.89538e-06 -2.1669 12 2.74824e-06 -1.98989 0.00675887 0.00578747 -0.00902707
chrXVI 5475001 5550000 0.0857877556433983 0.111951478854875 0.0994472000094628 47 4.15347e-05 -1.34855 35 4.24665e-05 -0.806435 30 4.35062e-05 -0.81194 0.00507612 0.00260263 0.00491139
chrXVI 5550001 5625000 0.109277853065237 0.162419158946899 0.153027643719225 86 0.000111201 -0.862143 83 0.000111434 -0.763406 56 0.000121787 0.162246 0.0167811 0.00531818 0.0172824
chrXVI 5625001 5700000 0.0714864282288953 0.0714255546626984 0.074178988058624 34 2.83073e-05 -1.38141 37 2.57909e-05 -1.48912 18 2.91079e-05 -0.280783 0.00303307 0.00685716 0.00398911
chrXVI 5700001 5775000 0.0952661677610309 0.0687306681419459 0.0759686964806027 56 4.49048e-05 -1.70601 38 4.08391e-05 -1.16984 37 4.66479e-05 -1.27377 0.00387893 0.0125827 0.00286538
chrXVI 5775001 5850000 0.0864857997586119 0.110592958094647 0.125296858231685 54 5.81629e-05 -1.21304 53 5.58332e-05 -1.17848 34 5.95093e-05 -0.583621 0.00159285 -0.00147793 0.00157876
chrXVI 5850001 5925000 0.169365626785714 NA 0.34570346 19 1.68501e-05 -1.26152 16 1.30487e-05 -1.41779 12 1.18864e-05 -1.23934 0.0471631 0.0469907 -0.00678015
chrXVI 6000001 6075000 0.5678615 NA 0.16723870952381 25 4.88376e-06 -2.45529 18 5.61942e-06 -2.12183 19 5.32871e-06 -2.32878 NA NA NA
chrXVI 6075001 6150000 0.079365840910079 0.055777512680776 0.048480561184573 32 2.57084e-05 -1.68849 28 2.59606e-05 -1.35675 23 2.99522e-05 -1.11719 0.00564169 0.0085234 0.00698052
chrXVI 6150001 6225000 0.0810044814177489 0.0543768323917749 0.0701589409722222 40 3.44938e-05 -1.64289 36 3.26443e-05 -1.52669 25 3.86373e-05 -0.870169 0.00201871 0.00642289 0.00194869
chrXVI 6225001 6300000 0.0690128205555555 0.107091233125 0.0532011811904762 13 6.31973e-06 -1.559 15 6.57733e-06 -1.68324 11 9.14948e-06 -1.41179 -0.00465449 -0.0032202 0.000684398
chrXVI 6300001 6375000 0.0885782573775219 0.0458901882043985 0.0564478589225334 54 4.84588e-05 -1.10196 45 5.08589e-05 -0.597049 38 6.76722e-05 -0.251312 0.0105277 0.00295588 0.00812414
chrXVI 6375001 6450000 0.0964114596603872 0.0681559432612357 0.0808218513767768 51 4.50267e-05 -1.34608 53 4.45214e-05 -1.34889 36 4.82185e-05 -0.934558 -0.00096831 -0.00319126 -0.000513927
chrXVI 6450001 6525000 0.111095681578283 0.0246996532894737 0.0278312666666667 25 1.62668e-05 -1.63115 16 1.73919e-05 -0.840325 18 1.84972e-05 -1.27694 0.00614425 0.00492827 0.0113599
chrXVI 6525001 6600000 0.0947741935823218 0.0978139283683473 0.169644714066187 33 2.26112e-05 -1.43986 30 2.65143e-05 -1.11807 24 3.24447e-05 -0.891537 0.00501454 0.0131214 0.00264763
